OBJECTID,GLOBAL_ID,NAME,TYPE_CODE,CLASS,UPPER_DESC,UPPER_VAL,UPPER_UOM,UPPER_CODE,LOWER_DESC,LOWER_VAL,LOWER_UOM,LOWER_CODE,LEVEL_CODE,CITY,STATE,COUNTRY,CONT_AGENT,COMM_NAME,SECTOR,ONSHORE,EXCLUSION,TIMESOFUSE,GMTOFFSET,DST_CODE,REMARKS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,Shape__Area,Shape__Length
1272,1A07FF23-DA37-4F9F-B13E-58B0D38649DD,FOOTHILL 2 MOA,MOA,,TNI,180,FL,STD,,2000,FT,SFC,L,,CA,UNITED STATES,"FAA, OAKLAND ARTCC",,,1,0,INTERMITTENT BY NOTAM,-8,1,,0,0,1,0,0,0,0.222653375555183,2.32392211180694
1273,FDD409B7-6117-4898-8483-41988AE448AF,FOOTHILL 2 MOA,MOA,,TNI,18000,FT,MSL,,3000,FT,SFC,L,,CA,UNITED STATES,"FAA, OAKLAND ARTCC",,EXCLUSION1 EXCLUDES BELOW 3000 FT AGL,1,1,INTERMITTENT BY NOTAM,-8,1,EXCLUDES BELOW 3000 FT AGL,0,0,1,0,0,0,0.0718011430967636,1.30526987514598
1274,2BD2FA0C-7815-43FD-ABBD-CB449D6EC824,FOOTHILL 2 MOA,MOA,,TNI,18000,FT,MSL,,3000,FT,SFC,L,,CA,UNITED STATES,"FAA, OAKLAND ARTCC",,EXCLUSION2 EXCLUDES BELOW 3000 FT AGL,1,1,INTERMITTENT BY NOTAM,-8,1,EXCLUDES BELOW 3000 FT AGL,0,0,0,0,0,0,4.86570602333813e-05,0.0327617976487878
1275,EF26DA95-9CA2-4A70-AF62-27DA1D991722,FOOTHILL 2 MOA,MOA,,TNI,18000,FT,MSL,,3000,FT,SFC,L,,CA,UNITED STATES,"FAA, OAKLAND ARTCC",,EXCLUSION3 EXCLUDES BELOW 3000 FT AGL,1,1,INTERMITTENT BY NOTAM,-8,1,EXCLUDES BELOW 3000 FT AGL,0,0,1,0,0,0,0.00497721375813853,0.415151374513639
1276,5059736A-538F-4721-819B-4FBBBFDAB0D2,W-465A,W,,TI,700,FL,STD,,0,FT,SFC,B,KEY WEST,FL,UNITED STATES,"FAA, MIAMI ARTCC",,,0,0,"INTERMITTENT, 0700 - 2300, DAILY; OTHER TIMES BY NOTAM",-5,1,,0,0,1,1,0,0,0.227916448711085,1.94985688058101
1277,920759B1-CB0B-4428-A119-390D98826FE5,W-465B,W,,TI,700,FL,STD,,0,FT,SFC,B,KEY WEST,FL,UNITED STATES,"FAA, MIAMI ARTCC",,,0,0,"INTERMITTENT, 0700 - 2300, DAILY; OTHER TIMES BY NOTAM",-5,1,,0,0,1,1,0,0,0.447134181663841,2.68187955690992
1278,E746F134-379F-4947-9CDA-65CA4166370C,W-465D,W,,TI,700,FL,STD,,0,FT,SFC,B,KEY WEST,FL,UNITED STATES,"FAA, MIAMI ARTCC",,,0,0,"INTERMITTENT, 0700 - 2300, DAILY; OTHER TIMES BY NOTAM",-5,1,,0,0,1,1,0,0,0.257822762545175,2.07436270092662
1279,FF4C9707-BD5A-49C6-B3E5-84F9842CD6FD,DEMO 1 MOA,MOA,,TI,5000,FT,MSL,,500,FT,MSL,L,,VA,UNITED STATES,"FAA, POTOMAC TRACON",,,1,0,INTERMITTENT BY NOTAM,-5,1,,0,0,1,0,1,0,0.0298304398520486,0.87087986665941
1280,5A3962BB-35D5-4CF5-8B9D-BB23BCC44129,SILVER NORTH MOA,MOA,,TI,9000,FT,MSL,,200,FT,SFC,L,,CA,UNITED STATES,"FAA, LOS ANGELES ARTCC",,,1,0,INTERMITTENT BY NOTAM,-8,1,,0,0,1,0,0,0,0.100966385550919,1.97337734435548
1281,4F2C9EF6-67F7-4F2D-ABE1-A2C56DD9027E,SILVER NORTH MOA,MOA,,TI,9000,FT,MSL,,3000,FT,SFC,L,,CA,UNITED STATES,"FAA, LOS ANGELES ARTCC",,EXCLUSION1 EXCLUDES BELOW 3000 FT AGL,1,1,INTERMITTENT BY NOTAM,-8,1,EXCLUDES BELOW 3000 FT AGL,0,0,1,0,0,0,0.003250295983662,0.256862184313393
1282,332B3482-681E-46C9-BB03-8A904C720651,SILVER NORTH MOA,MOA,,,0,FT,SFC,,0,FT,SFC,L,,CA,UNITED STATES,"FAA, LOS ANGELES ARTCC",,EXCLUSION2 EXCLUDES R-2502A,1,1,INTERMITTENT BY NOTAM,-8,1,EXCLUDES R-2502A,0,0,1,0,0,0,0.017329542984271,1.04812419728325
1283,D510C721-C12B-477A-9544-C4897C616051,VOLK EAST MOA,MOA,,TNI,180,FL,STD,,8000,FT,MSL,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,,1,0,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,,0,0,1,0,0,0,1.07117361019027,4.61976799604693
1284,922A676C-19C7-42BF-8DED-65447687C5D6,VOLK FALLS MOA,MOA,,TNI,180,FL,STD,,500,FT,SFC,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,,1,0,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,,0,0,1,0,0,0,0.440188833936418,2.7670645740051
1285,F3426B2A-15D1-4C12-8D9A-653F27B9304E,VOLK FALLS MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION1 EXCLUDES 1500 FT AGL AND BELOW WITHIN 3NM OF BCK,1,1,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.0109251938813486,0.378126941013334
1286,3D2117C2-A45E-426C-9F85-850064E2741A,VOLK FALLS MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION2 EXCLUDES 1500 FT AGL AND BELOW WITHIN 3NM OF VIQ,1,1,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.0023285947563636,0.216413604016668
1287,9D91A777-1ABC-4525-A3DD-E685F44C34AC,VOLK SOUTH MOA,MOA,,TNI,180,FL,STD,,500,FT,SFC,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,,1,0,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,,0,0,1,0,0,0,0.113577115492035,1.93739814646611
1288,7EA3ACC6-B48D-417E-A881-7E02751F5B73,VOLK SOUTH MOA,MOA,,TNI,180,FL,STD,,500,FT,SFC,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,,1,0,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,,0,0,0,0,0,0,0.000686093977492419,0.121694770238729
1289,2DD7F35C-2E51-416E-B5ED-B4F2C99B10D8,VOLK SOUTH MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION1 EXCLUDES 1500 FT AGL AND BELOW WITHIN 3NM OF 82C,1,1,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.0083566199255074,0.355878538698958
1290,7A0EEBD2-CB2F-41B1-9C55-5FF007FDD76E,VOLK SOUTH MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION2 EXCLUDES 1500 FT AGL AND BELOW WITHIN 3NM OF Y72,1,1,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.00633049429507082,0.343273618480954
1291,52DCB07B-ABF3-4F24-A7F1-B8434D39C686,VOLK SOUTH MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION3 EXCLUDES 1500 FT AGL AND BELOW WITHIN 3NM OF DAF,1,1,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.00771087404814352,0.353932142692665
1292,4ACABD39-4AC4-4381-9657-655B93A151C1,VOLK WEST MOA,MOA,,TNI,180,FL,STD,,500,FT,SFC,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,,1,0,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,,0,0,1,0,0,0,0.360371721725414,2.96945364705527
1293,733385EE-FE71-4BB4-BC1E-030982E71A27,VOLK WEST MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION1 EXCLUDES 1500 FT AGL AND BELOW WITHIN 3NM OF DAF,1,1,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.00317648296208972,0.284802024907826
1294,2322423C-0F93-4652-B3E9-13FDC92F07AC,VOLK WEST MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION2 EXCLUDES 1500 FT AGL AND BELOW WITHIN 3NM OF Y72,1,1,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.00223415532173021,0.257793095110758
1295,A427F3FA-F904-4FB4-9DA3-C3097780402C,VOLK WEST MOA,MOA,,TNI,18000,FT,MSL,ANI,1500,FT,SFC,L,,WI,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,EXCLUSION3 EXCLUDES 1500 FT AGL AND BELOW WITHIN 3NM OF VIQ,1,1,INTERMITTENT BY NOTAM 4 HOURS IN ADVANCE,-6,1,EXCLUDES 1500 FT AGL AND BELOW,0,0,1,0,0,0,0.00865394040124556,0.347727364845984
1296,54BC065C-2DD4-46E4-98DF-613B57383BC0,BOARDMAN LOW MOA,MOA,,TNI,4000,FT,MSL,,500,FT,SFC,L,,OR,UNITED STATES,"FAA, SEATTLE ARTCC",,,1,0,"0730 - 2359, MON - FRI; OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-8,1,EXCLUDES R-5701 AND R-5706 WHEN ACTIVE,0,0,1,0,0,0,0.0196209103801266,0.629735816844723
1297,D4D5D48B-7B43-49E5-A112-0B39C82EF9A2,BOARDMAN MOA,MOA,,TNI,180,FL,STD,,4000,FT,MSL,L,,OR,UNITED STATES,"FAA, SEATTLE ARTCC",,,1,0,"0730 - 2359, MON - FRI; OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-8,1,EXCLUDES R-5701 AND R-5706 WHEN ACTIVE,0,0,1,0,0,0,0.153673414952664,1.88863951172773
1298,D837A03C-BDDC-4640-80EA-1CE28C3F7A8B,A-211,A,,TI,5000,FT,MSL,,0,FT,SFC,L,DOTHAN,AL,UNITED STATES,,,,1,0,"0600 - 2200, MON - FRI",-6,1,EXCLUDES CLASS D AIRSPACE,0,0,1,0,0,0,1.49026648448512,5.29699965328762
1299,E1D7E992-C775-4E07-A9DE-497C44F5FB6D,R-5706,R,,TI,10000,FT,MSL,,3500,FT,MSL,L,BOARDMAN,OR,UNITED STATES,"FAA, SEATTLE ARTCC",,,1,0,"0730 - 2359, MON - FRI; OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-8,1,,0,0,1,0,0,0,0.0391330880670466,1.62024575867149
1300,514033A2-DE39-497A-B2DB-40634D7F5301,R-5302B,R,,TI,14000,FT,MSL,,100,FT,SFC,L,ALBEMARLE SOUND,NC,UNITED STATES,"USMC, MARINE CORPS AIR STATION CHERRY POINT APPROACH CONTROL",,,1,0,BY NOTAM 24 HOURS IN ADVANCE,-5,1,,0,0,1,0,0,0,0.0230835086183561,0.747596809485591
1301,11DDC2C4-9BC2-4A25-992F-0C95ADCF9E76,R-5302A,R,,TI,14000,FT,MSL,,0,FT,SFC,L,ALBEMARLE SOUND,NC,UNITED STATES,"USMC, MARINE CORPS AIR STATION CHERRY POINT APPROACH CONTROL",,,1,0,BY NOTAM 24 HOURS IN ADVANCE,-5,1,,0,0,1,0,0,0,0.00365795725952012,0.303181511226435
1302,64072FE7-B1A3-417F-80FE-2039D738DE68,A-633A,A,,TI,7000,FT,MSL,,0,FT,SFC,L,LAUGHLIN AFB,TX,UNITED STATES,,,,1,0,"SUNRISE - SUNSET, MON - FRI",-6,1,,0,0,1,0,0,0,0.177763097505476,1.67773902952643
1303,CCF8B3C2-5E07-481F-82B7-0F798FB71D0D,CRYSTAL NORTH MOA,MOA,,TNI,180,FL,STD,,6000,FT,MSL,L,,TX,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0800 - 0930, 1300 - 1430, TUE - FRI; O/T BY NOTAM UP TO 6 MONDAYS ANNUALLY",-6,1,,0,0,1,0,0,0,0.124950206698713,2.27407736384329
1304,012E0AAA-5CDE-41F6-BA4B-18627312B5D4,CRYSTAL NORTH MOA,MOA,,TNI,18000,FT,MSL,ANI,15000,FT,MSL,L,,TX,UNITED STATES,"FAA, HOUSTON ARTCC",,EXCLUSION1 EXCLUDES R-6316,1,1,"0800 - 0930, 1300 - 1430, TUE - FRI; O/T BY NOTAM UP TO 6 MONDAYS ANNUALLY",-6,1,EXCLUDES R-6316,0,0,1,0,0,0,0.00529557003164882,0.282679177245133
1305,663B7EFA-9D68-495E-BC61-062EE3415F18,LAUGHLIN 1 MOA,MOA,,TNI,180,FL,STD,,9000,FT,MSL,L,,TX,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0600 - 2000, MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,1.62368951287795,6.89033024728753
1306,C23A2EE2-0361-4288-9EAD-2F498BBB4CEE,LAUGHLIN 2 MOA,MOA,,TNI,180,FL,STD,,7000,FT,MSL,L,,TX,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0600 - 2000, MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.743353197787883,3.95591815963476
1307,456E166A-DC21-410D-9BEC-2A2AC9691B1A,LAUGHLIN 3 HIGH MOA,MOA,,TNI,180,FL,STD,,15000,FT,MSL,L,,TX,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0600 - 2000, MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.134543776714281,1.87946335600423
1308,E1C8D250-F079-450C-B96A-4FFCD02CE29A,LAUGHLIN 3 LOW MOA,MOA,,TNI,15000,FT,MSL,,7000,FT,MSL,L,,TX,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0600 - 2000, MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.134543776714281,1.87946335600423
1309,0B7C9A03-6277-41CB-B656-20FFB284E953,R-6316,R,,TI,15000,FT,MSL,,0,FT,SFC,L,EAGLE PASS,TX,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,CONTINUOUS,-6,1,,0,0,1,0,0,0,0.00661075122116017,0.291735468506448
1310,12A9075A-23C7-457F-9071-1B3F0A7FAAB9,R-6604A,R,,,-9998,,UNLTD,,0,FT,SFC,B,CHINCOTEAGUE INLET,VA,UNITED STATES,"FAA, WASHINGTON ARTCC",,,1,0,CONTINUOUS,-5,1,,0,0,1,1,0,0,0.0209497994310368,0.800311123877328
1311,26335BE4-FD9D-489A-B318-0675C057DA49,R-6604C,R,,TI,3500,FT,MSL,,0,FT,SFC,L,CHINCOTEAGUE INLET,VA,UNITED STATES,"FAA, WASHINGTON ARTCC",,,1,0,BY NOTAM 12 HOURS IN ADVANCE,-5,1,,0,0,1,0,0,0,0.000565316354368406,0.121447228568728
1312,FDAE273E-1088-4B9F-9E82-EA2270499638,R-6604D,R,,TI,3500,FT,MSL,,100,FT,SFC,L,CHINCOTEAGUE INLET,VA,UNITED STATES,"FAA, WASHINGTON ARTCC",,,1,0,BY NOTAM 12 HOURS IN ADVANCE,-5,1,,0,0,1,0,0,0,0.0566927457384736,1.12714418513057
1313,4875FAB1-A01E-475C-9611-4807FC225004,R-6604D,R,,,0,FT,SFC,,0,FT,SFC,L,CHINCOTEAGUE INLET,VA,UNITED STATES,"FAA, WASHINGTON ARTCC",,EXCLUSION1 EXCLUDES R-6604C,1,1,BY NOTAM 12 HOURS IN ADVANCE,-5,1,EXCLUDES R-6604C,0,0,1,0,0,0,0.000565316354368406,0.121447228568728
1314,EE1B037A-4C25-4484-896C-792F3E49BD36,R-6604E,R,,TI,3500,FT,MSL,,700,FT,SFC,L,CHINCOTEAGUE INLET,VA,UNITED STATES,"FAA, WASHINGTON ARTCC",,,1,0,BY NOTAM 12 HOURS IN ADVANCE,-5,1,,0,0,1,0,0,0,0.0222127315007583,0.696380522999569
1315,6DB416F8-B941-492A-8CA8-8B887B014CD8,A-293,A,,TI,4000,FT,MSL,,0,FT,SFC,L,DAYTONA BEACH,FL,UNITED STATES,,,,1,0,"0600 - 2400, DAILY",-5,1,,0,0,1,0,0,0,0.0986217595152539,1.35259660770063
1316,E146B632-C9F7-4AEB-A383-B81B3B5C4BAF,A-294,A,,TI,4000,FT,MSL,,0,FT,SFC,L,DAYTONA BEACH,FL,UNITED STATES,,,,1,0,"0600 - 2400, DAILY",-5,1,,0,0,1,0,0,0,0.0309682870572487,0.902581145104439
1317,4755EE47-025A-4EB8-8788-48CFC9E88CE8,R-5601A,R,,TI,40000,FT,MSL,,0,FT,SFC,B,FORT SILL,OK,UNITED STATES,"FAA, FORT WORTH ARTCC",,,1,0,CONTINUOUS,-6,1,,0,0,1,1,0,0,0.0115596371990705,0.461768965290252
1318,1F42F4C5-8506-4340-B77A-202FB9B82432,R-5601B,R,,TI,40000,FT,MSL,,0,FT,SFC,B,FORT SILL,OK,UNITED STATES,"FAA, FORT WORTH ARTCC",,,1,0,CONTINUOUS,-6,1,,0,0,1,1,0,0,0.0184194983023644,0.628598478502154
1319,CC065510-5885-4211-8603-6C30AFEC1717,R-5601C,R,,TI,40000,FT,MSL,,0,FT,SFC,B,FORT SILL,OK,UNITED STATES,"FAA, FORT WORTH ARTCC",,,1,0,CONTINUOUS,-6,1,,0,0,1,1,0,0,0.00616697350005779,0.364740792137001
1320,AB1FA955-C2E2-491E-904D-E5E6A9DCAEE3,R-5601D,R,,TI,400,FL,STD,,500,FT,SFC,B,FORT SILL,OK,UNITED STATES,"FAA, FORT WORTH ARTCC",,,1,0,"SUNRISE - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,1,0,0,0.0122953318193595,0.624725303325956
1321,5986E82F-9640-47C7-8D2E-D793981A7C62,R-5601E,R,,TI,6000,FT,MSL,,500,FT,SFC,L,FORT SILL,OK,UNITED STATES,"FAA, FORT WORTH ARTCC",,,1,0,"SUNRISE - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.00314583333738483,0.362330184184509
1322,177DBEBD-C07D-411F-9316-E995FBFC738C,R-5601F,R,,TI,400,FL,STD,,500,FT,SFC,B,FORT SILL,OK,UNITED STATES,"FAA, FORT WORTH ARTCC",,,1,0,"SUNRISE - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,1,0,0,0.00221502764884463,0.28648692786202
1323,0CCFC412-478C-4DDD-8AA8-2204D81B8F17,R-5601F,R,,TI,40000,FT,MSL,,5500,FT,MSL,B,FORT SILL,OK,UNITED STATES,"FAA, FORT WORTH ARTCC",,EXCLUSION1 EXCLUDES BELOW 5500 FT MSL,1,1,"SUNRISE - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,EXCLUDES BELOW 5500 FT MSL,0,0,1,1,0,0,0.00409627515637112,0.598961439306081
1324,0B47A881-DF91-468C-AA03-1527C5F42D4F,R-5601G,R,,TNI,8000,FT,MSL,,500,FT,SFC,L,FORT SILL,OK,UNITED STATES,"FAA, FORT WORTH ARTCC",,,1,0,"SUNRISE - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.00367134416319459,0.287249015698437
1325,DF730748-A3F9-4A9E-B786-381FDBB31A35,R-5601G,R,,TNI,8000,FT,MSL,,500,FT,SFC,L,FORT SILL,OK,UNITED STATES,"FAA, FORT WORTH ARTCC",,,1,0,"SUNRISE - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.0414843693106377,1.02487567149866
1326,18AA61DE-489B-401F-9644-40B331F1B90A,R-5601G,R,,TNI,8000,FT,MSL,,5500,FT,MSL,L,FORT SILL,OK,UNITED STATES,"FAA, FORT WORTH ARTCC",,EXCLUSION1 EXCLUDES BELOW 5500 FEET MSL,1,1,"SUNRISE - 2200, MON - FRI; OTHER TIMES BY NOTAM",-6,1,EXCLUDES BELOW 5500 FEET MSL,0,0,1,0,0,0,0.0112280255461883,0.748584110406593
1327,ECCCEA47-1A2D-41F2-98D7-F77D8D780899,R-5601H,R,,TI,400,FL,STD,,0,FT,SFC,B,FORT SILL,OK,UNITED STATES,"FAA, FORT WORTH ARTCC",,,1,0,BY NOTAM,-6,1,,0,0,1,1,0,0,0.00282183996614549,0.238204821202792
1328,A430157E-AEB2-4D4C-96FF-D0AD0E273BC9,W-220A HIGH,W,,TNI,10000,FT,MSL,,2000,FT,MSL,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,1,0,0,0,0,0,1.89143518651235,6.2087223997216
1329,DDA1852B-4E5D-4775-AAE8-8E8D8A633BD7,W-220A LOW,W,,TNI,2000,FT,MSL,,0,FT,SFC,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,1,0,0,0,0,0,1.89143518651235,6.2087223997216
1330,E131E3C0-87E2-402B-896E-4ECA2FAF2C3B,W-220B HIGH,W,,TNI,10000,FT,MSL,,2000,FT,MSL,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,1,0,0,0,0,0,1.97280092546134,6.40450435466995
1331,C3072BCB-5494-449B-98EB-17F5B2AF7377,W-220B LOW,W,,TNI,2000,FT,MSL,,0,FT,SFC,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,1,0,0,0,0,0,1.97280092546134,6.40450435466995
1332,3879775C-3C3E-4BA9-BB0A-F3B09A52F634,W-220C HIGH,W,,TNI,10000,FT,MSL,,2000,FT,MSL,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,0,0,0,0,0,0,2.06053240709207,6.61548018285512
1333,C9235A42-FD7C-43AE-833E-02D5D2198587,W-220C LOW,W,,TNI,2000,FT,MSL,,0,FT,SFC,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,0,0,0,0,0,0,2.06053240709207,6.61548018285512
1334,96414587-EC7D-492E-9075-06947385BC5E,W-220D HIGH,W,,TNI,10000,FT,MSL,,2000,FT,MSL,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,0,0,0,0,0,0,2.15567129839201,6.84457229330481
1335,6F909E28-2B8A-4762-9398-82EA942B8CA3,W-220D LOW,W,,TNI,2000,FT,MSL,,0,FT,SFC,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,0,0,0,0,0,0,2.15567129839201,6.84457229330481
1336,67932319-628D-4EB9-B161-8E75A20FB81F,W-220E HIGH,W,,TNI,10000,FT,MSL,,2000,FT,MSL,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,0,0,0,0,0,0,4.64166666481105,8.91479533795838
1337,D7856DD6-20E9-4EE5-A61A-B830BDE0DEA6,W-220E LOW,W,,TNI,2000,FT,MSL,,0,FT,SFC,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,0,0,0,0,0,0,4.64166666481105,8.91479533795838
1338,6E234BF8-4ACA-450B-ADA9-0F03B36BE589,W-220F HIGH,W,,TNI,10000,FT,MSL,,2000,FT,MSL,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,0,0,0,0,0,0,5.15625000103046,9.53821314103186
1339,5FF39249-9496-4A73-AFD5-07B49C567F0D,W-220F LOW,W,,TNI,2000,FT,MSL,,0,FT,SFC,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,0,0,0,0,0,0,5.15625000103046,9.53821314103186
1340,FAB1C5F8-A9B5-4738-B8F1-AC6A7611A08B,W-220G HIGH,W,,TNI,10000,FT,MSL,,2000,FT,MSL,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,0,0,0,0,0,0,5.80046296449382,10.3217944890047
1341,56B03C48-335C-4A70-B0D5-2BA806ADF219,W-220G LOW,W,,TNI,2000,FT,MSL,,0,FT,SFC,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,0,0,0,0,0,0,5.80046296449382,10.3217944890047
1342,696D30A4-9E41-4601-98D9-5E2F8FF2BB9E,W-220H HIGH,W,,TNI,10000,FT,MSL,,2000,FT,MSL,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,0,0,0,0,0,0,12.265780091815,14.3815799692663
1343,1CD6034B-00A4-456A-BF3D-C76934FE98DA,W-220H LOW,W,,TNI,2000,FT,MSL,,0,FT,SFC,L,OLIKTOK,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,0,0,BY NOTAM,-9,1,,0,0,0,0,0,0,12.265780091815,14.3815799692663
1344,382B8A64-9914-49AB-BBF6-16B18FDB29CD,W-174D,W,,TI,700,FL,STD,,0,FT,SFC,B,KEY WEST,FL,UNITED STATES,"FAA, MIAMI ARTCC",,,0,0,"INTERMITTENT, 0700 - 2300 EASTERN TIME, DAILY; OTHER TIMES BY NOTAM",-5,1,,0,0,1,0,0,0,0.478772993595499,2.93595590428523
1345,87D0E431-DECB-48A8-8F0B-78B8D3AB7FD2,W-174H,W,,TI,700,FL,STD,,0,FT,SFC,B,KEY WEST,FL,UNITED STATES,"FAA, MIAMI ARTCC",,,0,0,"INTERMITTENT, 0700 - 2300 EASTERN TIME, DAILY; OTHER TIMES BY NOTAM",-5,1,,0,0,0,0,0,0,0.161116455741535,1.73603341873188
1346,526EA9B5-C89E-4994-9483-A45B36B5B238,W-174H,W,,TNI,5500,FT,MSL,,0,FT,SFC,B,KEY WEST,FL,UNITED STATES,"FAA, MIAMI ARTCC",,EXCLUSION1 EXCLUDES 5500 FT MSL TO FL 700,0,1,"INTERMITTENT, 0700 - 2300 EASTERN TIME, DAILY; OTHER TIMES BY NOTAM",-5,1,EXCLUDES 5500 FT MSL TO FL 700,0,0,1,0,0,0,0.192669391924142,2.17584474196034
